Customer Id,Recency,Frequency,Monetary,Diversity,Recency_z,Frequency_z,Monetary_z,Cluster,Customer Classify
57,426,5,1887.770023,7,1.237810399,0.645688724,0.082278236,2,Churn Customer
58,179,8,5955.060044,9,-0.157145565,1.879863087,2.806634118,3,Loyal Customer
59,356,6,1715.660011,7,0.842478749,1.057080178,-0.033004648,0,Potential Customer
60,395,3,1691.599987,5,1.062734954,-0.177094184,-0.049120555,2,Churn Customer
61,568,3,1495.420013,7,2.039768889,-0.177094184,-0.180526003,2,Churn Customer
62,282,4,1572.330017,8,0.424556719,0.23429727,-0.129010074,0,Potential Customer
63,118,4,1600.000023,8,-0.50164886,0.23429727,-0.110476126,0,Potential Customer
64,590,3,1239.730034,6,2.164015979,-0.177094184,-0.351792496,2,Churn Customer
65,164,6,3593.86005,10,-0.24185949,1.057080178,1.225053002,3,Loyal Customer
66,460,5,3353.170059,7,1.429828629,0.645688724,1.063833814,0,Potential Customer
67,194,2,1757.310043,5,-0.07243164,-0.588485638,-0.005106586,0,Potential Customer
68,505,3,1474.600025,8,1.683970404,-0.177094184,-0.194471666,2,Churn Customer
69,107,5,1393.240004,6,-0.563772405,0.645688724,-0.248968309,0,Potential Customer
70,103,5,3060.520046,8,-0.586362785,0.645688724,0.867810718,0,Potential Customer
71,535,7,2636.680025,10,1.853398254,1.468471633,0.583913811,2,Churn Customer
72,161,6,4608.290058,10,-0.258802275,1.057080178,1.904539428,3,Loyal Customer
73,648,4,2474.450039,7,2.491576489,0.23429727,0.475248775,2,Churn Customer
74,129,5,3080.500008,9,-0.439525315,0.645688724,0.881193714,0,Potential Customer
75,168,4,2392.270042,6,-0.21926911,0.23429727,0.420202896,0,Potential Customer
76,394,5,2890.740036,9,1.057087359,0.645688724,0.754088518,0,Potential Customer
77,191,7,2834.030054,9,-0.089374425,1.468471633,0.716102986,3,Loyal Customer
78,497,1,296.1600036,2,1.638789644,-0.999877092,-0.983815428,2,Churn Customer
79,334,5,3504.780068,11,0.718231659,0.645688724,1.165385367,0,Potential Customer
80,194,4,1960.190014,8,-0.07243164,0.23429727,0.13078666,0,Potential Customer
81,420,1,392.7700119,2,1.203924829,-0.999877092,-0.919104024,2,Churn Customer
82,385,4,2420.280045,8,1.006259004,0.23429727,0.438964581,0,Potential Customer
83,344,4,2504.070015,12,0.774707609,0.23429727,0.495088854,0,Potential Customer
84,94,4,2608.950016,9,-0.63719114,0.23429727,0.565339671,0,Potential Customer
85,370,4,1738.320015,7,0.921545079,0.23429727,-0.017826504,0,Potential Customer
86,377,5,1268.080021,6,0.961078244,0.645688724,-0.332803082,0,Potential Customer
87,648,3,2135.620026,9,2.491576489,-0.177094184,0.248293349,2,Churn Customer
88,177,5,2233.489996,9,-0.168440755,0.645688724,0.313848701,0,Potential Customer
89,502,4,1223.620007,5,1.667027619,0.23429727,-0.362583329,2,Churn Customer
90,275,5,2776.810036,9,0.385023554,0.645688724,0.677775822,0,Potential Customer
91,330,4,2966.730034,10,0.695641279,0.23429727,0.804988207,0,Potential Customer
92,219,6,2521.789963,9,0.068758234,1.057080178,0.506958046,0,Potential Customer
93,387,5,1880.640026,6,1.017554194,0.645688724,0.077502415,0,Potential Customer
94,119,5,2425.030022,8,-0.496001265,0.645688724,0.442146214,0,Potential Customer
95,271,7,3014.890061,11,0.362433174,1.468471633,0.8372468,3,Loyal Customer
96,102,4,2552.830048,6,-0.59201038,0.23429727,0.527749344,0,Potential Customer
97,217,4,2275.850018,8,0.057463044,0.23429727,0.342222329,0,Potential Customer
98,128,7,3987.73003,7,-0.44517291,1.468471633,1.488875348,3,Loyal Customer
99,127,6,2551.420033,9,-0.450820505,1.057080178,0.526804886,0,Potential Customer
100,156,6,3803.080063,10,-0.28704025,1.057080178,1.36519294,3,Loyal Customer
101,335,4,1833.660049,5,0.723879254,0.23429727,0.046034244,0,Potential Customer
102,250,4,2980.810043,8,0.243833679,0.23429727,0.814419292,0,Potential Customer
103,307,4,2696.020039,8,0.565746594,0.23429727,0.623660993,0,Potential Customer
104,648,1,562.460022,1,2.491576489,-0.999877092,-0.805442108,2,Churn Customer
105,562,4,1228.920033,4,2.005883319,0.23429727,-0.359033261,2,Churn Customer
106,351,3,1282.560005,6,0.814240774,-0.177094184,-0.323104086,2,Churn Customer
107,332,4,1796.780022,6,0.706936469,0.23429727,0.021331231,0,Potential Customer
108,180,5,2093.710052,8,-0.15149797,0.645688724,0.220221173,0,Potential Customer
109,268,7,3798.200024,8,0.345490389,1.468471633,1.361924188,3,Loyal Customer
110,319,3,2373.380043,10,0.633517734,-0.177094184,0.407549979,0,Potential Customer
111,219,3,1553.98003,7,0.068758234,-0.177094184,-0.141301279,0,Potential Customer
112,214,7,2848.100052,9,0.040520259,1.468471633,0.725527365,3,Loyal Customer
113,158,5,1515.760002,7,-0.27574506,0.645688724,-0.166901853,0,Potential Customer
114,606,4,2665.640043,9,2.254377499,0.23429727,0.603311837,2,Churn Customer
115,210,1,975.1200257,4,0.017929879,-0.999877092,-0.529033811,1,New Customer
116,648,2,300.1999969,2,2.491576489,-0.588485638,-0.981109356,2,Churn Customer
117,342,2,379.4100113,4,0.763412419,-0.588485638,-0.928052832,2,Churn Customer
118,242,5,2516.540028,6,0.198652919,0.645688724,0.503441529,0,Potential Customer
119,648,7,3100.450062,8,2.491576489,1.468471633,0.894556677,2,Churn Customer
120,338,4,1911.410004,6,0.740822039,0.23429727,0.098112789,0,Potential Customer
121,542,2,764.1000099,5,1.892931419,-0.588485638,-0.670379429,2,Churn Customer
122,606,5,1828.759994,8,2.254377499,0.645688724,0.042752085,2,Churn Customer
123,221,8,5835.6801,11,0.080053424,1.879863087,2.726670936,3,Loyal Customer
124,121,5,3050.10004,8,-0.484706075,0.645688724,0.86083118,0,Potential Customer
125,310,6,1919.910008,10,0.582689379,1.057080178,0.103806269,0,Potential Customer
126,198,6,2266.830002,7,-0.04984126,1.057080178,0.336180534,0,Potential Customer
127,648,3,1308.970001,5,2.491576489,-0.177094184,-0.305414119,2,Churn Customer
128,552,2,418.9000092,2,1.949407369,-0.588485638,-0.901601606,2,Churn Customer
129,138,3,2492.180035,8,-0.38869696,-0.177094184,0.487124697,0,Potential Customer
130,94,2,727.7500115,3,-0.63719114,-0.588485638,-0.694727418,1,New Customer
131,226,3,1475.769997,8,0.108291399,-0.177094184,-0.193687995,0,Potential Customer
132,648,2,1346.32003,5,2.491576489,-0.588485638,-0.280396288,2,Churn Customer
133,106,4,1610.529995,7,-0.56942,0.23429727,-0.103422931,0,Potential Customer
134,132,5,2306.790011,8,-0.42258253,0.645688724,0.362946583,0,Potential Customer
135,572,1,299.980011,1,2.062359269,-0.999877092,-0.981256707,2,Churn Customer
136,415,3,1493.180029,7,1.175686854,-0.177094184,-0.182026391,2,Churn Customer
137,372,6,2472.790024,7,0.932840269,1.057080178,0.474136862,0,Potential Customer
138,256,5,2147.660038,7,0.277719249,0.645688724,0.256358001,0,Potential Customer
139,227,6,3237.890041,10,0.113938994,1.057080178,0.986616849,3,Loyal Customer
140,158,6,4125.660034,7,-0.27574506,1.057080178,1.581263748,3,Loyal Customer
141,417,7,3603.69006,10,1.186982044,1.468471633,1.231637348,3,Loyal Customer
142,209,5,4911.640076,10,0.012282284,0.645688724,2.107729611,3,Loyal Customer
143,170,1,611.3999939,3,-0.20797392,-0.999877092,-0.772661092,1,New Customer
144,104,2,856.3500061,4,-0.58071519,-0.588485638,-0.608588453,1,New Customer
145,193,5,2287.980015,8,-0.078079235,0.645688724,0.350347255,0,Potential Customer
146,126,7,2087.339977,7,-0.4564681,1.468471633,0.215954363,0,Potential Customer
147,648,1,237.4100037,1,2.491576489,-0.999877092,-1.023167406,2,Churn Customer
148,204,3,1882.25003,6,-0.015955691,-0.177094184,0.07858083,0,Potential Customer
149,633,4,2993.780064,8,2.406862564,0.23429727,0.823106882,2,Churn Customer
150,410,5,2350.990036,8,1.147448879,0.645688724,0.392552684,0,Potential Customer
151,325,4,2090.830032,7,0.667403304,0.23429727,0.218292075,0,Potential Customer
152,394,3,1500.250015,5,1.057087359,-0.177094184,-0.177290766,2,Churn Customer
153,104,2,1155.910023,5,-0.58071519,-0.588485638,-0.407936892,1,New Customer
154,356,8,6207.500118,10,0.842478749,1.879863087,2.975723758,3,Loyal Customer
155,154,4,2245.390003,8,-0.29833544,0.23429727,0.321819575,0,Potential Customer
156,395,3,1849.750038,5,1.062734954,-0.177094184,0.056811655,2,Churn Customer
157,229,3,2005.480038,8,0.125234184,-0.177094184,0.161122864,0,Potential Customer
158,648,1,678.359993,3,2.491576489,-0.999877092,-0.727809885,2,Churn Customer
159,107,3,1190.89,7,-0.563772405,-0.177094184,-0.384506572,1,New Customer
160,262,4,1978.320026,8,0.311604819,0.23429727,0.142930521,0,Potential Customer
161,344,5,2342.809997,8,0.774707609,0.645688724,0.387073523,0,Potential Customer
162,526,2,1401.10001,6,1.802569899,-0.588485638,-0.243703513,2,Churn Customer
163,648,2,835.3100129,3,2.491576489,-0.588485638,-0.622681481,2,Churn Customer
164,198,4,2312.020035,7,-0.04984126,0.23429727,0.366449763,0,Potential Customer
165,404,5,3738.270054,11,1.113563309,0.645688724,1.321781841,0,Potential Customer
166,648,2,770.9600028,5,2.491576489,-0.588485638,-0.665784463,2,Churn Customer
167,648,1,293.8800049,2,2.491576489,-0.999877092,-0.985342618,2,Churn Customer
168,103,7,3020.960045,8,-0.586362785,1.468471633,0.841312602,3,Loyal Customer
169,397,3,2549.670021,6,1.074030144,-0.177094184,0.525632692,2,Churn Customer
170,235,4,1643.09,9,0.159119754,0.23429727,-0.081613558,0,Potential Customer
171,229,3,1217.540012,7,0.125234184,-0.177094184,-0.366655836,0,Potential Customer
172,168,8,5966.410042,12,-0.21926911,1.879863087,2.814236585,3,Loyal Customer
173,151,8,5144.710074,13,-0.315278225,1.879863087,2.263844768,3,Loyal Customer
174,144,9,4692.850082,9,-0.35481139,2.291254541,1.9611795,3,Loyal Customer
175,176,6,4060.100063,10,-0.17408835,1.057080178,1.53735031,3,Loyal Customer
176,517,3,2230.800007,7,1.751741544,-0.177094184,0.31204689,2,Churn Customer
177,172,1,588.9700165,2,-0.19667873,-0.999877092,-0.78768516,1,New Customer
179,158,3,1752.360016,6,-0.27574506,-0.177094184,-0.008422218,0,Potential Customer
180,240,4,2763.160023,9,0.187357729,0.23429727,0.668632758,0,Potential Customer
181,223,6,3216.119981,9,0.091348614,1.057080178,0.972034807,3,Loyal Customer
182,101,5,3227.689985,11,-0.597657975,0.645688724,0.979784638,0,Potential Customer
183,648,1,630.5800056,4,2.491576489,-0.999877092,-0.759813919,2,Churn Customer
184,340,5,2088.440002,8,0.752117229,0.645688724,0.216691183,0,Potential Customer
185,161,4,1540.189999,6,-0.258802275,0.23429727,-0.150538131,0,Potential Customer
186,412,2,1266.490028,6,1.158744069,-0.588485638,-0.333868092,2,Churn Customer
187,131,6,4266.010094,11,-0.428230125,1.057080178,1.675273152,3,Loyal Customer
188,197,6,2493.150013,7,-0.055488855,1.057080178,0.487774409,0,Potential Customer
189,294,2,1622.540009,4,0.492327859,-0.588485638,-0.095378372,0,Potential Customer
190,132,5,3398.850052,10,-0.42258253,0.645688724,1.094431228,0,Potential Customer
191,106,8,3042.250031,9,-0.56942,1.879863087,0.855573079,3,Loyal Customer
192,173,7,4411.370043,12,-0.191031135,1.468471633,1.772638285,3,Loyal Customer
193,470,2,752.6900024,4,1.486304579,-0.588485638,-0.678022091,2,Churn Customer
194,127,7,5074.370049,11,-0.450820505,1.468471633,2.216729549,3,Loyal Customer
195,648,2,1159.160019,5,2.491576489,-0.588485638,-0.405759976,2,Churn Customer
196,303,4,2894.310023,9,0.543156214,0.23429727,0.756479769,0,Potential Customer
197,93,9,5702.48008,12,-0.642838735,2.291254541,2.637450778,3,Loyal Customer
198,409,6,2226.030022,7,1.141801284,1.057080178,0.308851854,0,Potential Customer
199,297,6,3167.790024,9,0.509270644,1.057080178,0.939662391,0,Potential Customer
200,129,2,1274.469994,5,-0.439525315,-0.588485638,-0.328522945,1,New Customer
201,268,2,139.5800018,2,0.345490389,-0.588485638,-1.088695986,1,New Customer
202,112,4,1681.619999,8,-0.53553443,0.23429727,-0.05580536,0,Potential Customer
203,160,6,3981.780041,10,-0.26444987,1.057080178,1.484889921,3,Loyal Customer
204,135,4,1825.880009,10,-0.405639745,0.23429727,0.040823011,0,Potential Customer
205,284,5,3595.110071,11,0.435851909,0.645688724,1.225890292,0,Potential Customer
206,165,7,3226.880047,8,-0.236211895,1.468471633,0.979242124,3,Loyal Customer
207,161,7,4063.86002,9,-0.258802275,1.468471633,1.539868807,3,Loyal Customer
208,504,2,1289.510025,6,1.678322809,-0.588485638,-0.318448817,2,Churn Customer
209,193,5,2822.06002,9,-0.078079235,0.645688724,0.708085208,0,Potential Customer
210,302,7,3098.590017,11,0.537508619,1.468471633,0.89331078,3,Loyal Customer
211,158,3,1261.54002,5,-0.27574506,-0.177094184,-0.337183711,0,Potential Customer
212,135,3,966.5400181,6,-0.405639745,-0.177094184,-0.53478088,1,New Customer
213,213,5,2804.830013,7,0.034872664,0.645688724,0.696544189,0,Potential Customer
214,338,7,3053.540008,12,0.740822039,1.468471633,0.863135342,3,Loyal Customer
215,260,6,3403.160068,11,0.300309629,1.057080178,1.097318168,3,Loyal Customer
216,253,3,2145.930035,5,0.260776464,-0.177094184,0.255199209,0,Potential Customer
217,334,4,2213.870029,11,0.718231659,0.23429727,0.300706837,0,Potential Customer
218,115,4,2242.730011,7,-0.518591645,0.23429727,0.320037856,0,Potential Customer
220,309,2,1221.660023,4,0.577041784,-0.588485638,-0.363896167,2,Churn Customer
221,95,11,5762.940048,13,-0.631543545,3.114037449,2.677948129,3,Loyal Customer
222,434,8,3968.200087,10,1.282991159,1.879863087,1.475793784,3,Loyal Customer
223,95,5,3181.970039,9,-0.631543545,0.645688724,0.949160462,0,Potential Customer
224,157,7,4050.400059,9,-0.281392655,1.468471633,1.530853044,3,Loyal Customer
225,648,5,3226.700043,10,2.491576489,0.645688724,0.979121554,2,Churn Customer
226,236,5,1990.260006,7,0.164767349,0.645688724,0.150928169,0,Potential Customer
227,274,3,1320.48003,6,0.379375959,-0.177094184,-0.297704461,0,Potential Customer
228,94,5,3662.320064,7,-0.63719114,0.645688724,1.270908951,0,Potential Customer
229,108,6,3112.11005,7,-0.55812481,1.057080178,0.902366781,0,Potential Customer
230,195,7,6099.120079,10,-0.066784045,1.468471633,2.903128542,3,Loyal Customer
231,525,4,1726.380016,6,1.796922304,0.23429727,-0.025824164,2,Churn Customer
232,125,4,2283.250027,8,-0.462115695,0.23429727,0.34717901,0,Potential Customer
233,141,5,3519.080021,8,-0.371754175,0.645688724,1.174963775,0,Potential Customer
234,287,3,1857.970011,10,0.452794694,-0.177094184,0.062317565,0,Potential Customer
235,243,4,2399.250042,10,0.204300514,0.23429727,0.424878245,0,Potential Customer
236,325,4,3398.720016,7,0.667403304,0.23429727,1.094344128,0,Potential Customer
237,648,2,885.6200028,4,2.491576489,-0.588485638,-0.588982798,2,Churn Customer
238,266,7,5159.040051,12,0.334195199,1.468471633,2.273443286,3,Loyal Customer
239,544,4,1368.95002,8,1.904226609,0.23429727,-0.265238248,2,Churn Customer
240,481,3,838.9300003,7,1.548428124,-0.177094184,-0.620256737,2,Churn Customer
241,93,7,4809.230011,13,-0.642838735,1.468471633,2.039133209,3,Loyal Customer
242,140,7,4530.140099,8,-0.37740177,1.468471633,1.852192951,3,Loyal Customer
243,206,4,2360.930008,7,-0.004660501,0.23429727,0.399210685,0,Potential Customer
244,648,4,2391.830025,8,2.491576489,0.23429727,0.419908162,2,Churn Customer
245,473,6,4744.320055,11,1.503247364,1.057080178,1.995655164,3,Loyal Customer
246,648,3,1548.440041,6,2.491576489,-0.177094184,-0.14501208,2,Churn Customer
247,351,6,4469.640091,12,0.814240774,1.057080178,1.811668782,3,Loyal Customer
248,170,6,2627.229988,10,-0.20797392,1.057080178,0.577583979,0,Potential Customer
249,126,3,1832.660019,8,-0.4564681,-0.177094184,0.045364403,0,Potential Customer
250,112,3,1395.150024,7,-0.53553443,-0.177094184,-0.247688937,0,Potential Customer
251,393,5,1408.300007,6,1.051439764,0.645688724,-0.238880804,2,Churn Customer
252,274,5,4241.620062,10,0.379375959,0.645688724,1.658936199,3,Loyal Customer
253,392,1,249.1099968,2,1.045792169,-0.999877092,-1.015330506,2,Churn Customer
254,102,8,4407.170067,10,-0.59201038,1.879863087,1.769825053,3,Loyal Customer
255,640,5,3066.770012,11,2.446395729,0.645688724,0.871997076,2,Churn Customer
256,324,10,3601.840019,11,0.661755709,2.702645995,1.230398152,3,Loyal Customer
257,211,6,3547.970047,6,0.023577474,1.057080178,1.194314919,3,Loyal Customer
258,305,6,3062.120037,9,0.554451404,1.057080178,0.868882425,0,Potential Customer
259,159,7,4151.000034,10,-0.270097465,1.468471633,1.59823701,3,Loyal Customer
260,97,5,2699.200058,7,-0.620248355,0.645688724,0.625791036,0,Potential Customer
261,350,3,1663.38002,5,0.808593179,-0.177094184,-0.068022879,2,Churn Customer
262,244,5,1856.640003,6,0.209948109,0.645688724,0.061426698,0,Potential Customer
263,327,1,623.1300202,3,0.678698494,-0.999877092,-0.764804075,2,Churn Customer
264,486,4,1902.480042,7,1.576666099,0.23429727,0.092131314,2,Churn Customer
265,197,4,1339.590015,5,-0.055488855,0.23429727,-0.284904193,0,Potential Customer
266,244,6,2538.990017,9,0.209948109,1.057080178,0.518479002,0,Potential Customer
267,106,4,1320.780006,5,-0.56942,0.23429727,-0.29750353,0,Potential Customer
268,221,4,1595.659994,6,0.080053424,0.23429727,-0.113383168,0,Potential Customer
269,648,2,1259.830025,4,2.491576489,-0.588485638,-0.338329102,2,Churn Customer
270,157,5,3611.600069,9,-0.281392655,0.645688724,1.236935637,0,Potential Customer
271,485,4,2671.670032,9,1.571018504,0.23429727,0.60735085,2,Churn Customer
272,95,10,3994.500064,9,-0.631543545,2.702645995,1.493410059,3,Loyal Customer
273,375,4,1991.890053,7,0.949783054,0.23429727,0.152020009,0,Potential Customer
274,249,4,1426.390011,6,0.238186084,0.23429727,-0.226763741,0,Potential Customer
275,161,6,3258.070023,6,-0.258802275,1.057080178,1.000133822,3,Loyal Customer
276,129,6,2899.990028,9,-0.439525315,1.057080178,0.760284356,0,Potential Customer
277,146,5,3150.190041,9,-0.3435162,0.645688724,0.927873555,0,Potential Customer
278,648,1,725.1300087,4,2.491576489,-0.999877092,-0.696482351,2,Churn Customer
279,122,4,1319.210009,7,-0.47905848,0.23429727,-0.298555147,0,Potential Customer
280,181,4,2573.669975,7,-0.145850375,0.23429727,0.541708363,0,Potential Customer
281,389,4,1424.470013,5,1.028849384,0.23429727,-0.228049796,2,Churn Customer
282,113,6,1494.419994,6,-0.529886835,1.057080178,-0.181195836,0,Potential Customer
283,93,4,3316.270023,7,-0.642838735,0.23429727,1.039117399,0,Potential Customer
284,118,5,2405.560013,9,-0.50164886,0.645688724,0.429104796,0,Potential Customer
285,105,8,3921.95005,9,-0.575067595,1.879863087,1.444814543,3,Loyal Customer
286,183,5,3702.60004,9,-0.134555185,0.645688724,1.297889321,0,Potential Customer
287,457,5,2868.970047,7,1.412885844,0.645688724,0.739506524,2,Churn Customer
288,300,6,3118.830029,10,0.526213429,1.057080178,0.906867963,0,Potential Customer
289,485,6,3731.170057,11,1.571018504,1.057080178,1.317026115,3,Loyal Customer
290,112,8,4150.010038,9,-0.53553443,1.879863087,1.59757389,3,Loyal Customer
291,171,5,5591.820114,9,-0.202326325,0.645688724,2.56332842,3,Loyal Customer
292,265,1,1099.040016,5,0.328547604,-0.999877092,-0.446029611,1,New Customer
293,316,5,2230.080055,6,0.616574949,0.645688724,0.311564651,0,Potential Customer
294,110,3,2161.060036,7,-0.54682962,-0.177094184,0.2653336,0,Potential Customer
295,166,3,1306.990032,4,-0.2305643,-0.177094184,-0.306740343,0,Potential Customer
296,436,7,4267.320017,11,1.294286349,1.468471633,1.676150566,3,Loyal Customer
297,166,6,2948.590038,7,-0.2305643,1.057080178,0.792837659,0,Potential Customer
298,177,2,982.0400238,5,-0.168440755,-0.588485638,-0.524398652,1,New Customer
299,252,2,1009.060017,4,0.255128869,-0.588485638,-0.506300096,1,New Customer
300,106,6,3359.520065,10,-0.56942,1.057080178,1.068087181,3,Loyal Customer
301,119,3,1026.479996,3,-0.496001265,-0.177094184,-0.49463183,1,New Customer
302,648,1,173.9299927,1,2.491576489,-0.999877092,-1.065687644,2,Churn Customer
303,366,3,2559.170029,5,0.898954699,-0.177094184,0.531995995,0,Potential Customer
304,558,2,1351.410004,7,1.983292939,-0.588485638,-0.276986918,2,Churn Customer
305,201,5,3047.580071,8,-0.032898475,0.645688724,0.859143252,0,Potential Customer
306,648,4,1945.66,7,2.491576489,0.23429727,0.121054153,2,Churn Customer
307,648,2,1179.580019,6,2.491576489,-0.588485638,-0.392082233,2,Churn Customer
308,157,7,4279.170025,10,-0.281392655,1.468471633,1.68408795,3,Loyal Customer
309,168,3,1331.440006,5,-0.21926911,-0.177094184,-0.290363239,0,Potential Customer
310,301,3,1455.379997,6,0.531861024,-0.177094184,-0.207345642,0,Potential Customer
311,209,5,3006.06006,10,0.012282284,0.645688724,0.831332281,0,Potential Customer
312,171,5,2859.920053,10,-0.202326325,0.645688724,0.733444649,0,Potential Customer
313,236,3,1659.690014,8,0.164767349,-0.177094184,-0.070494522,0,Potential Customer
314,128,6,3635.770012,9,-0.44517291,1.057080178,1.253125171,3,Loyal Customer
315,355,5,2953.080017,8,0.836831154,0.645688724,0.79584514,0,Potential Customer
316,185,5,2347.270048,10,-0.123259995,0.645688724,0.390060959,0,Potential Customer
317,504,4,2972.930042,8,1.678322809,0.23429727,0.809141102,2,Churn Customer
318,144,4,3204.240036,8,-0.35481139,0.23429727,0.964077371,0,Potential Customer
319,241,5,3099.750046,8,0.193005324,0.645688724,0.894087792,0,Potential Customer
320,648,4,1793.26,10,2.491576489,0.23429727,0.018973447,2,Churn Customer
321,109,9,3953.84005,9,-0.552477215,2.291254541,1.466175131,3,Loyal Customer
322,239,2,622.2400131,3,0.181710134,-0.588485638,-0.765400221,1,New Customer
323,113,4,1213.98999,7,-0.529886835,0.23429727,-0.369033715,0,Potential Customer
324,418,4,2916.390038,7,1.192629639,0.23429727,0.771269425,0,Potential Customer
325,110,3,1818.790009,7,-0.54682962,-0.177094184,0.03607398,0,Potential Customer
326,137,9,4327.170052,9,-0.394344555,2.291254541,1.716239371,3,Loyal Customer
327,169,5,3272.160011,10,-0.213621515,0.645688724,1.009571591,0,Potential Customer
328,268,6,4023.170065,10,0.345490389,1.057080178,1.512613825,3,Loyal Customer
329,220,8,4338.510075,15,0.074405829,1.879863087,1.723835155,3,Loyal Customer
330,202,4,2036.600014,8,-0.02725088,0.23429727,0.181967675,0,Potential Customer
331,110,5,3069.280048,9,-0.54682962,0.645688724,0.87367835,0,Potential Customer
